CERT,PY,KM,PRICE,FUEL,MODEL
Normal,2009,161414,1280,Diesel,C-Class
Normal,2010,139000,1520,Gasoline,C-Class
Certificated,2017,39,9800,Gasoline,C-Class
Certificated,2017,774,7260,Gasoline,C-Class
Certificated,2017,6352,7160,Gasoline,C-Class
Certificated,2015,19077,3670,Gasoline,C-Class
Normal,2016,18000,4400,Diesel,C-Class
Normal,2009,109468,1380,Gasoline,C-Class
Normal,2003,204104,350,Gasoline,C-Class
Normal,2011,136000,1790,Diesel,C-Class
Normal,2017,4051,5450,Gasoline,C-Class
Normal,2010,77264,1730,Gasoline,C-Class
Normal,2015,95941,2990,Gasoline,C-Class
Normal,2016,10700,4250,Gasoline,C-Class
Normal,2014,107366,3090,Diesel,C-Class
Normal,2007,120000,1140,Gasoline,C-Class
Normal,2010,177227,1450,Diesel,C-Class
Normal,2014,89160,2650,Diesel,C-Class
Normal,2017,14508,5450,Gasoline,C-Class
Normal,2014,44248,3740,Diesel,C-Class
Normal,2015,28000,3990,Diesel,C-Class
Normal,2017,1684,5200,Diesel,C-Class
Normal,2011,89000,1670,Diesel,C-Class
Normal,2012,67712,2290,Gasoline,C-Class
Normal,2013,53550,2240,Gasoline,C-Class
Normal,2017,10000,4760,Diesel,C-Class
Normal,2009,99400,2750,Gasoline,C-Class
Normal,2009,165000,2250,Gasoline,C-Class
Normal,2016,31000,4790,Gasoline,C-Class
Normal,2014,65000,3270,Gasoline,C-Class
Normal,2013,28566,2250,Gasoline,C-Class
Normal,2012,76000,1800,Gasoline,C-Class
Normal,2009,240000,1190,Gasoline,C-Class
Normal,2003,79000,550,Gasoline,C-Class
Normal,2010,100000,1530,Gasoline,C-Class
Normal,2010,160000,1330,Gasoline,C-Class
Guaranteed,2015,52462,4250,Diesel,C-Class
Normal,2011,62000,1670,Gasoline,C-Class
Normal,2010,201881,1390,Diesel,C-Class
Guaranteed,2012,88461,2190,Diesel,C-Class
Normal,2011,125108,1520,Gasoline,C-Class
Normal,2009,61000,1399,Gasoline,C-Class
Guaranteed,2013,62858,2500,Diesel,C-Class
Guaranteed,2008,79703,1450,Gasoline,C-Class
Normal,2015,40000,3660,Diesel,C-Class
Normal,2009,63300,1550,Gasoline,C-Class
Normal,2015,42171,4390,Diesel,C-Class
Certificated,2017,6000,4650,Diesel,C-Class
Certificated,2014,32612,3950,Diesel,C-Class
Certificated,2014,32910,4050,Diesel,C-Class
Certificated,2016,17397,4500,Diesel,C-Class
Certificated,2016,32396,4100,Diesel,C-Class
Certificated,2017,4343,4750,Diesel,C-Class
Certificated,2014,40526,3900,Diesel,C-Class
Certificated,2017,4465,9500,Gasoline,C-Class
Certificated,2017,1947,9500,Gasoline,C-Class
Certificated,2015,17871,3700,Gasoline,C-Class
Normal,2008,174107,1180,Gasoline,C-Class
Normal,2016,12461,4550,Gasoline,C-Class
Normal,2015,50712,3880,Diesel,C-Class
Normal,2011,120000,1725,Diesel,C-Class
Normal,2017,10000,3950,Diesel,C-Class
Normal,2015,49000,3350,Diesel,C-Class
Normal,2005,142000,550,Gasoline,C-Class
Guaranteed,2015,37497,3950,Diesel,C-Class
Normal,2016,29000,4280,Gasoline,C-Class
Normal,1997,225010,850,Gasoline,C-Class
Normal,2013,79410,2460,Diesel,C-Class
Normal,2011,47500,2440,Gasoline,C-Class
Normal,2017,15000,4490,Gasoline,C-Class
Normal,2014,47000,3650,Diesel,C-Class
Normal,2012,61761,2190,Gasoline,C-Class
Normal,2013,117749,2100,Diesel,C-Class
Normal,2014,59000,3090,Gasoline,C-Class
Normal,2012,111383,1820,Diesel,C-Class
Normal,2009,96000,2630,Gasoline,C-Class
Normal,2015,27594,3890,Diesel,C-Class
Guaranteed,2015,34383,3800,Gasoline,C-Class
Normal,2009,133340,1480,Gasoline,C-Class
Normal,2016,6200,3870,Gasoline,C-Class
Normal,2016,27200,3980,Diesel,C-Class
Normal,2015,57266,4090,Diesel,C-Class
Normal,2015,11167,3700,Gasoline,C-Class
Normal,2014,38000,3650,Gasoline,C-Class
Guaranteed,2016,77584,5150,Gasoline,C-Class
Guaranteed,2015,57470,4100,Diesel,C-Class
Normal,2008,132109,1220,Gasoline,C-Class
Certificated,2014,34400,4000,Diesel,C-Class
Certificated,2016,10116,8100,Gasoline,C-Class
Normal,2012,79528,2280,Diesel,C-Class
Normal,2011,44527,2320,Gasoline,C-Class
Normal,2010,96733,1550,Gasoline,C-Class
Normal,2011,148153,1530,Gasoline,C-Class
Normal,2012,31000,2420,Gasoline,C-Class
Normal,2014,19452,3560,Gasoline,C-Class
Guaranteed,2014,86508,2390,Diesel,C-Class
Normal,2012,70900,2450,Diesel,C-Class
Normal,2008,121600,1099,Gasoline,C-Class
Normal,2004,140470,640,Gasoline,C-Class
Normal,2016,9800,4350,Gasoline,C-Class
Normal,2012,90000,2180,Diesel,C-Class
Normal,2017,10000,3950,Diesel,C-Class
Normal,2012,78000,2140,Diesel,C-Class
Normal,2015,10000,3900,Diesel,C-Class
Normal,2010,94600,1590,Gasoline,C-Class
Normal,2014,17959,3899,Gasoline,C-Class
Normal,2009,93715,1250,Gasoline,C-Class
Normal,2014,43600,3180,Gasoline,C-Class
Normal,2016,16134,4700,Gasoline,C-Class
Normal,2012,50000,2190,Gasoline,C-Class
Guaranteed,2011,99836,1850,Gasoline,C-Class
Normal,2013,33000,2750,Diesel,C-Class
Normal,2014,63059,2750,Diesel,C-Class
Normal,2014,20982,3370,Gasoline,C-Class
Normal,2008,168026,1350,Diesel,C-Class
Guaranteed,2015,43263,4100,Diesel,C-Class
Normal,1995,160000,800,Gasoline,C-Class
Normal,2013,49651,2360,Gasoline,C-Class
Normal,2014,42056,3550,Diesel,C-Class
Normal,2009,119000,2490,Gasoline,C-Class
Normal,2010,110000,1550,Gasoline,C-Class
Certificated,2017,3877,9900,Gasoline,C-Class
Certificated,2015,62615,4000,Diesel,C-Class
Normal,2010,106733,1480,Gasoline,C-Class
Normal,2014,138000,2950,Diesel,C-Class
Normal,2014,22470,2780,Gasoline,C-Class
Normal,2015,27000,4030,Diesel,C-Class
Normal,2017,830,5350,Diesel,C-Class
Normal,2008,111858,1130,Gasoline,C-Class
Normal,2012,99300,1740,Gasoline,C-Class
Normal,2013,52000,2250,Gasoline,C-Class
Normal,2012,36500,2100,Gasoline,C-Class
Normal,2009,88391,1790,Gasoline,C-Class
Guaranteed,2014,47766,2650,Diesel,C-Class
Certificated,2017,2810,4300,Diesel,C-Class
Normal,2010,69000,2999,Gasoline,C-Class
Normal,2010,154742,2390,Gasoline,C-Class
Normal,2012,124905,2020,Diesel,C-Class
Normal,2015,82864,3350,Diesel,C-Class
Normal,2016,14000,4850,Diesel,C-Class
Normal,2017,11,5850,Gasoline,C-Class
Normal,2011,149000,1800,Diesel,C-Class
Normal,2014,89122,3230,Diesel,C-Class
Normal,2012,106344,1990,Diesel,C-Class
Normal,2013,90000,2350,Diesel,C-Class
Normal,2008,75901,1290,Gasoline,C-Class
Normal,2011,102336,1730,Gasoline,C-Class
Normal,2010,164680,1390,Gasoline,C-Class
Normal,2010,160751,1299,Gasoline,C-Class
Normal,2007,128000,690,Gasoline,C-Class
Normal,2013,75000,2270,Gasoline,C-Class
Certificated,2017,7013,7200,Gasoline,C-Class
Certificated,2014,29455,3900,Diesel,C-Class
Certificated,2017,7120,4750,Diesel,C-Class
Certificated,2016,10233,4500,Gasoline,C-Class
Certificated,2015,44200,4550,Diesel,C-Class
Certificated,2014,83348,3450,Diesel,C-Class
Certificated,2017,5930,4100,Gasoline,C-Class
Certificated,2016,47373,5220,Gasoline,C-Class
Certificated,2017,4400,7100,Gasoline,C-Class
Certificated,2016,18925,4250,Gasoline,C-Class
Normal,2012,95135,2180,Diesel,C-Class
Normal,2014,55890,3750,Diesel,C-Class
Normal,2016,17500,4200,Gasoline,C-Class
Normal,2008,51203,1299,Gasoline,C-Class
Normal,2008,46541,1650,Gasoline,C-Class
Normal,2011,48534,2290,Gasoline,C-Class
Normal,2012,69758,2550,Diesel,C-Class
Guaranteed,2015,54833,3750,Diesel,C-Class
Normal,2013,62876,2630,Diesel,C-Class
Normal,2015,23000,3900,Gasoline,C-Class
Normal,2015,21555,4580,Diesel,C-Class
Normal,2012,70805,2320,Diesel,C-Class
Normal,2015,25481,3500,Diesel,C-Class
Normal,2013,78134,2350,Diesel,C-Class
Normal,2012,101000,3799,Gasoline,C-Class
Guaranteed,2013,29585,4790,Gasoline,C-Class
Normal,2014,65000,3450,Diesel,C-Class
Normal,2016,58489,4400,Gasoline,C-Class
Normal,2012,77700,2250,Diesel,C-Class
Normal,2015,68900,4090,Diesel,C-Class
Normal,2012,163000,1790,Diesel,C-Class
Normal,2009,135000,1430,Diesel,C-Class
Normal,2008,115084,2550,Gasoline,C-Class
Normal,2009,83000,1390,Gasoline,C-Class
Normal,2013,40000,2450,Diesel,C-Class
Normal,2015,20000,3900,Gasoline,C-Class
Normal,2015,40000,3660,Diesel,C-Class
Guaranteed,2017,15341,4490,Diesel,C-Class
Normal,2017,20000,8990,Gasoline,C-Class
Normal,2010,100246,1699,Gasoline,C-Class
Normal,2001,230000,190,Gasoline,C-Class
Normal,2010,181520,1550,Gasoline,C-Class
Normal,2011,64397,2099,Gasoline,C-Class
Normal,2010,103000,1450,Gasoline,C-Class
Guaranteed,2013,105319,2250,Diesel,C-Class
Guaranteed,2008,147537,1250,Gasoline,C-Class
Normal,2016,28000,3950,Diesel,C-Class
Normal,2008,134000,1290,Gasoline,C-Class
Normal,2016,39000,4590,Diesel,C-Class
Normal,2011,120000,1980,Diesel,C-Class
Normal,2011,35000,1900,Gasoline,C-Class
Normal,2012,83000,2200,Diesel,C-Class
Normal,2008,172623,1120,Diesel,C-Class
Normal,2010,104903,1450,Gasoline,C-Class
Normal,2009,67500,1590,Gasoline,C-Class
Normal,1996,240000,700,Gasoline,C-Class
Normal,2011,120000,1440,Gasoline,C-Class
Normal,2009,64000,1540,Gasoline,C-Class
Normal,2014,26410,3530,Gasoline,C-Class
Normal,2011,110636,1990,Diesel,C-Class
Guaranteed,2012,67723,2290,Gasoline,C-Class
Normal,2015,42171,4390,Diesel,C-Class
Normal,2010,61086,1760,Gasoline,C-Class
Normal,2009,90278,1600,Diesel,C-Class
Normal,2016,14588,3120,Diesel,C-Class
Normal,2014,122252,2690,Diesel,C-Class
Normal,2015,67500,3680,Gasoline,C-Class
Normal,2016,15406,4220,Gasoline,C-Class
Normal,2008,140955,1390,Diesel,C-Class
Normal,2014,78000,3350,Diesel,C-Class
Guaranteed,2014,21138,3880,Diesel,C-Class
Normal,2012,43088,2250,Gasoline,C-Class
Normal,2015,27808,3300,Gasoline,C-Class
Normal,2015,39540,4090,Diesel,C-Class
Normal,2017,10300,5290,Diesel,C-Class
Normal,2010,63055,1990,Gasoline,C-Class
Guaranteed,2014,26396,3600,Gasoline,C-Class
Guaranteed,2010,110764,1550,Gasoline,C-Class
Normal,2015,29800,4100,Diesel,C-Class
Normal,2015,5334,4150,Diesel,C-Class
Normal,2016,36838,4100,Diesel,C-Class
Normal,2015,50267,3290,Gasoline,C-Class
Normal,2016,42000,3950,Diesel,C-Class
Normal,2004,144570,650,Gasoline,C-Class
Normal,2016,4700,4550,Gasoline,C-Class
Normal,2008,159000,1150,Gasoline,C-Class
Normal,2015,14478,4250,Diesel,C-Class
Normal,2012,76510,2580,Diesel,C-Class
Normal,2016,10600,4290,Gasoline,C-Class
Normal,2014,18613,3399,Gasoline,C-Class
Normal,2011,817508,2100,Gasoline,C-Class
Normal,2008,108827,2499,Gasoline,C-Class
Normal,2011,91507,2030,Gasoline,C-Class
Guaranteed,2011,105040,1800,Gasoline,C-Class
Normal,2017,9545,4250,Diesel,C-Class
Normal,2010,108000,3490,Gasoline,C-Class
Normal,2005,270000,350,Gasoline,C-Class
Normal,2016,31611,3870,Gasoline,C-Class
Certificated,2017,4081,9800,Gasoline,C-Class
Certificated,2017,1000,10000,Gasoline,C-Class
Certificated,2017,1995,5300,Diesel,C-Class
Normal,2016,24110,4100,Diesel,C-Class
Normal,2015,31280,3499,Gasoline,C-Class
Normal,2008,131000,1090,Gasoline,C-Class
Normal,2015,17085,3730,Gasoline,C-Class
Normal,2012,81566,2170,Gasoline,C-Class
Normal,2016,3725,4330,Diesel,C-Class
Normal,2010,137000,1770,Diesel,C-Class
Normal,2017,1729,4850,Diesel,C-Class
Normal,2008,150778,1099,Gasoline,C-Class
Normal,2015,18427,4050,Gasoline,C-Class
Normal,2008,130000,1290,Gasoline,C-Class
Normal,2014,41329,3780,Gasoline,C-Class
Normal,2012,89188,2550,Diesel,C-Class
Normal,2008,86000,1330,Gasoline,C-Class
Normal,2008,128934,1350,Gasoline,C-Class
Certificated,2017,13005,4550,Diesel,C-Class
Normal,2002,145000,1400,Gasoline,C-Class
Normal,2016,47254,3600,Diesel,C-Class
Normal,2012,130955,1990,Diesel,C-Class
Normal,2016,7134,4650,Diesel,C-Class
Normal,2013,100500,2330,Gasoline,C-Class
Certificated,2014,34791,3900,Diesel,C-Class
Normal,2011,59000,2250,Gasoline,C-Class
Normal,2017,4159,4620,Gasoline,C-Class
Normal,2011,48766,2000,Gasoline,C-Class
Normal,2013,60000,2399,Gasoline,C-Class
Normal,2009,185000,1050,Gasoline,C-Class
Normal,2011,165929,1590,Diesel,C-Class
Normal,2005,175314,530,Gasoline,C-Class
Guaranteed,2008,107556,1300,Gasoline,C-Class
Normal,2014,61211,3580,Diesel,C-Class
Normal,2013,69082,2250,Diesel,C-Class
Normal,2016,11800,7600,Gasoline,C-Class
Normal,2008,121983,1300,Gasoline,C-Class
Certificated,2017,3985,4690,Gasoline,C-Class
Certificated,2016,12615,6350,Gasoline,C-Class
Normal,2012,72647,1939,Gasoline,C-Class
Normal,2013,77554,2250,Diesel,C-Class
Normal,2014,53319,2550,Diesel,C-Class
Normal,2012,117382,1930,Diesel,C-Class
Certificated,2017,7554,6800,Gasoline,C-Class
Normal,2016,46500,3900,Diesel,C-Class
Normal,2015,53000,3890,Diesel,C-Class
Normal,2010,117000,1100,Gasoline,C-Class
Normal,2014,100900,2250,Diesel,C-Class
Normal,2014,22928,3780,Gasoline,C-Class
Normal,2015,13650,4450,Diesel,C-Class
Normal,2004,120010,590,Gasoline,C-Class
Normal,2013,110916,2270,Diesel,C-Class
Normal,2015,47000,4300,Gasoline,C-Class
Normal,2010,179159,1520,Diesel,C-Class
Normal,2016,33000,3950,Diesel,C-Class
Normal,2017,3741,4870,Gasoline,C-Class
Normal,2015,39846,6650,Gasoline,C-Class
Normal,2010,63539,3080,Gasoline,C-Class
Normal,2008,91160,1700,Gasoline,C-Class
Certificated,2017,3970,10300,Gasoline,C-Class
Normal,2014,53090,3880,Diesel,C-Class
Normal,2015,49000,3450,Gasoline,C-Class
Normal,2002,134000,420,Gasoline,C-Class
Normal,2009,137000,1230,Gasoline,C-Class
Normal,2012,109543,3499,Gasoline,C-Class
Normal,2008,145564,1080,Gasoline,C-Class
Normal,2007,165241,560,Gasoline,C-Class
Normal,2015,18000,4150,Diesel,C-Class
Normal,2015,10262,3850,Gasoline,C-Class
Normal,2016,30000,4120,Gasoline,C-Class
Normal,2010,110350,1690,Gasoline,C-Class
Normal,2013,21000,2920,Diesel,C-Class
Normal,2014,25000,2800,Gasoline,C-Class
Normal,2016,9000,4380,Gasoline,C-Class
Normal,2017,12000,4300,Diesel,C-Class
Normal,2008,168000,1790,Gasoline,C-Class
Normal,2014,44700,3190,Gasoline,C-Class
Normal,2015,30000,9600,Gasoline,C-Class
Normal,2007,120600,650,Gasoline,C-Class
Certificated,2017,6471,4500,Gasoline,C-Class
Normal,2010,101510,1550,Gasoline,C-Class
Normal,2010,82863,1800,Gasoline,C-Class
Normal,2016,19800,5100,Diesel,C-Class
Normal,2014,54200,3650,Diesel,C-Class
Normal,2012,101412,2290,Diesel,C-Class
Normal,2011,85572,1850,Diesel,C-Class
Normal,2016,21000,4850,Gasoline,C-Class
Certificated,2017,11219,4100,Gasoline,C-Class
Certificated,2017,7608,7100,Gasoline,C-Class
Normal,2016,53000,5200,Gasoline,C-Class
Certificated,2017,2607,7100,Gasoline,C-Class
Normal,2009,125000,2800,Gasoline,C-Class
Certificated,2016,14960,4350,Gasoline,C-Class
Normal,2011,143900,1870,Diesel,C-Class
Normal,2011,75233,4550,Gasoline,C-Class
Normal,2012,116400,3550,Gasoline,C-Class
Normal,2016,13000,8550,Gasoline,C-Class
Normal,2017,10773,4100,Gasoline,C-Class
Guaranteed,2015,21162,3650,Diesel,C-Class
Normal,2011,73877,1920,Gasoline,C-Class
Normal,2013,83000,2450,Diesel,C-Class
Normal,2008,128000,1380,Gasoline,C-Class
Normal,2015,35000,4590,Diesel,C-Class
Normal,2017,14275,5100,Gasoline,C-Class
Normal,2010,154675,1550,Gasoline,C-Class
Normal,2008,150150,1170,Gasoline,C-Class
Normal,2015,39000,3950,Diesel,C-Class
Normal,2013,51400,4650,Gasoline,C-Class
Normal,2010,60100,1900,Gasoline,C-Class
Normal,2012,49700,2450,Diesel,C-Class
Normal,2009,64000,1750,Diesel,C-Class
Normal,2012,143736,1850,Diesel,C-Class
Guaranteed,2012,149166,1900,Diesel,C-Class
Normal,2010,55000,3100,Gasoline,C-Class
Normal,2016,29757,4070,Diesel,C-Class
Normal,2012,42350,2450,Gasoline,C-Class
Normal,2014,83279,3400,Diesel,C-Class
Normal,2013,75000,2450,Diesel,C-Class
Normal,2010,156852,1600,Diesel,C-Class
Normal,2016,37500,4300,Gasoline,C-Class
Normal,2016,29000,4250,Diesel,C-Class
Certificated,2017,2010,9900,Gasoline,C-Class
Certificated,2017,2698,6900,Gasoline,C-Class
Normal,2002,110000,590,Gasoline,C-Class
Normal,2017,5600,6700,Gasoline,C-Class
Normal,2015,33000,8800,Gasoline,C-Class
Certificated,2015,19258,4050,Diesel,C-Class
Certificated,2017,3757,7100,Gasoline,C-Class
Normal,2012,65989,2650,Diesel,C-Class
Normal,2014,79521,3850,Diesel,C-Class
Normal,2010,86000,2900,Gasoline,C-Class
Normal,2016,21600,4550,Gasoline,C-Class
Normal,2008,102900,1250,Gasoline,C-Class
Normal,2014,119863,2200,Diesel,C-Class
Normal,2012,73558,2280,Diesel,C-Class
Normal,2017,4148,500,Gasoline,C-Class
Normal,2011,43678,1780,Gasoline,C-Class
Normal,2017,9000,9400,Gasoline,C-Class
Normal,2017,1300,4900,Gasoline,C-Class
Normal,2010,89000,1570,Gasoline,C-Class
Normal,2008,129000,1250,Gasoline,C-Class
Normal,2010,76534,1850,Gasoline,C-Class
Normal,2015,43542,4150,Diesel,C-Class
Certificated,2016,2576,4800,Diesel,C-Class
Normal,2005,80854,1090,Gasoline,C-Class
Certificated,2017,6285,9700,Gasoline,C-Class
Certificated,2017,1876,7300,Gasoline,C-Class
Normal,2003,135000,500,Gasoline,C-Class
Normal,2015,45000,3150,Diesel,C-Class
Certificated,2017,5872,9700,Gasoline,C-Class
Normal,2011,248266,1530,Diesel,C-Class
Normal,2015,53207,4130,Diesel,C-Class
Normal,2015,40589,3600,Diesel,C-Class
Normal,2010,42000,1690,Gasoline,C-Class
Normal,2010,46000,1774,Gasoline,C-Class
Normal,2013,103000,2350,Diesel,C-Class
Certificated,2017,1940,9900,Gasoline,C-Class
Certificated,2017,2536,7300,Gasoline,C-Class
Normal,2010,125000,1720,Gasoline,C-Class
Normal,2013,21334,2600,Diesel,C-Class
Normal,2009,150000,2100,Gasoline,C-Class
Guaranteed,2009,123397,1250,Gasoline,C-Class
Normal,2016,19240,4500,Diesel,C-Class
Normal,2013,92000,2090,Diesel,C-Class
Normal,2016,41845,3950,Gasoline,C-Class
Certificated,2016,5960,4750,Diesel,C-Class
Normal,2003,165000,990,Gasoline,CL-Class
Normal,2009,77000,3999,Gasoline,CL-Class
Normal,2010,70000,5950,Gasoline,CL-Class
Guaranteed,2008,148562,3550,Gasoline,CL-Class
Guaranteed,2011,103558,5650,Gasoline,CL-Class
Normal,2002,144000,990,Gasoline,CL-Class
Normal,2002,166048,750,Gasoline,CL-Class
Normal,2012,106100,6250,Gasoline,CL-Class
Normal,2008,117457,2999,Gasoline,CL-Class
Normal,2013,72000,6450,Gasoline,CL-Class
Normal,2013,54000,7800,Gasoline,CL-Class
Normal,2008,50900,3480,Gasoline,CL-Class
Normal,2011,153000,4750,Gasoline,CL-Class
Normal,2002,128208,780,Gasoline,CL-Class
Normal,2001,49000,1020,Gasoline,CL-Class
Normal,2003,129770,1400,Gasoline,CL-Class
Normal,2012,27000,7600,Gasoline,CL-Class
Normal,1998,139956,3500,Gasoline,CL-Class
Normal,2017,5000,3850,Gasoline,CLA-Class
Normal,2014,85658,2830,Diesel,CLA-Class
Guaranteed,2016,24836,3570,Diesel,CLA-Class
Normal,2015,45000,3390,Diesel,CLA-Class
Guaranteed,2016,15453,3800,Diesel,CLA-Class
Normal,2017,8577,3900,Gasoline,CLA-Class
Guaranteed,2016,13368,4950,Gasoline,CLA-Class
Guaranteed,2015,73280,3200,Gasoline,CLA-Class
Certificated,2017,6613,6100,Gasoline,CLA-Class
Normal,2016,17000,3690,Diesel,CLA-Class
Normal,2015,37684,3600,Diesel,CLA-Class
Certificated,2017,2914,5900,Gasoline,CLA-Class
Normal,2014,39000,3330,Gasoline,CLA-Class
Normal,2014,40004,3390,Gasoline,CLA-Class
Normal,2014,80000,3990,Gasoline,CLA-Class
Certificated,2016,3212,4050,Gasoline,CLA-Class
Guaranteed,2016,16119,3650,Diesel,CLA-Class
Normal,2014,101000,3799,Gasoline,CLA-Class
Guaranteed,2015,90664,2999,Diesel,CLA-Class
Normal,2017,275,3890,Gasoline,CLA-Class
Normal,2014,45000,3280,Diesel,CLA-Class
Normal,2016,48082,3499,Diesel,CLA-Class
Normal,2015,60000,3190,Diesel,CLA-Class
Normal,2018,14,3950,Gasoline,CLA-Class
Guaranteed,2017,6641,4030,Gasoline,CLA-Class
Normal,2017,6512,6150,Gasoline,CLA-Class
Normal,2014,63000,3740,Gasoline,CLA-Class
Normal,2014,49913,2950,Diesel,CLA-Class
Normal,2015,14800,4890,Gasoline,CLA-Class
Normal,2015,89169,2930,Diesel,CLA-Class
Guaranteed,2016,4605,3950,Gasoline,CLA-Class
Guaranteed,2015,38203,3450,Diesel,CLA-Class
Normal,2016,62000,3450,Diesel,CLA-Class
Normal,2017,3563,4380,Gasoline,CLA-Class
Normal,2016,19575,3820,Gasoline,CLA-Class
Guaranteed,2018,20,6300,Gasoline,CLA-Class
Normal,2016,5619,3950,Gasoline,CLA-Class
Normal,2015,60445,4300,Gasoline,CLA-Class
Guaranteed,2015,51363,3400,Diesel,CLA-Class
Guaranteed,2017,3038,4500,Gasoline,CLA-Class
Guaranteed,2014,62215,2950,Diesel,CLA-Class
Normal,2014,30692,3299,Gasoline,CLA-Class
Normal,2015,37724,3290,Diesel,CLA-Class
Normal,2017,9928,4100,Gasoline,CLA-Class
Certificated,2016,2926,3990,Gasoline,CLA-Class
Certificated,2016,6437,3950,Gasoline,CLA-Class
Guaranteed,2014,15050,4290,Gasoline,CLA-Class
Guaranteed,2015,12652,3960,Gasoline,CLA-Class
Normal,2017,17503,3950,Gasoline,CLA-Class
Normal,2014,66687,4100,Gasoline,CLA-Class
Normal,2016,4539,3640,Diesel,CLA-Class
Normal,2014,32335,3190,Diesel,CLA-Class
Normal,2017,6875,4150,Gasoline,CLA-Class
Normal,2016,14300,399,Gasoline,CLA-Class
Normal,2016,20852,3599,Diesel,CLA-Class
Normal,2017,9457,6190,Gasoline,CLA-Class
Normal,2016,22195,3290,Diesel,CLA-Class
Normal,2016,8000,3500,Diesel,CLA-Class
Normal,2014,47168,3160,Diesel,CLA-Class
Normal,2014,90000,2750,Diesel,CLA-Class
Certificated,2017,80,4200,Gasoline,CLA-Class
Certificated,2017,19250,4150,Gasoline,CLA-Class
Certificated,2016,35000,3600,Gasoline,CLA-Class
Certificated,2017,1890,4050,Gasoline,CLA-Class
Normal,2016,3400,3890,Gasoline,CLA-Class
Normal,2015,52451,3380,Diesel,CLA-Class
Normal,2017,1707,3930,Gasoline,CLA-Class
Normal,2014,69115,2680,Diesel,CLA-Class
Normal,2017,9200,4350,Gasoline,CLA-Class
Certificated,2017,1150,4800,Gasoline,CLA-Class
